Time [s],Forward Velocity [m/s],Angular Velocity [rad/s],Subject #,Range [m],Bearing [rad],x [m],y [m],Orientation [rad]
1288972140.49,,,13.0,2.781,0.108,,,
1288972140.702,,,13.0,2.781,-0.004,,,
1288972140.913,,,13.0,2.704,-0.127,,,
1288972146.317,,,14.0,2.607,-0.048,,,
1288972156.137,0.165,0.902,,,,,,
1288972156.138,,,,,,1.0371181,-0.7763323,2.57499633
1288972156.208,,,15.0,2.312,0.099,,,
1288972156.255,0.165,0.902,,,,,,
1288972156.256,,,,,,1.0222126,-0.7666585,2.61229633
1288972156.208,,,15.0,2.312,0.099,,,
1288972156.833,,,15.0,2.172,-0.239,,,
1288972156.857,0.165,0.902,,,,,,
1288972156.858,,,,,,0.9462422,-0.7389605,2.98029633
1288972156.208,,,15.0,2.312,0.099,,,
1288972156.833,,,15.0,2.172,-0.239,,,
1288972158.901,0.165,-1.003,,,,,,
1288972158.902,,,,,,0.6578282,-0.7850426,-2.92468898
1288972156.208,,,15.0,2.312,0.099,,,
1288972156.833,,,15.0,2.172,-0.239,,,
1288972159.644,,,15.0,1.734,-0.441,,,
1288972159.741,0.165,-1.003,,,,,,
1288972159.7419999,,,,,,0.5442839,-0.7879368,2.89129633
1288972159.856,,,15.0,1.811,-0.256,,,
1288972159.861,0.165,-1.003,,,,,,
1288972159.862,,,,,,0.5302057,-0.7843553,2.81419633
1288972159.856,,,15.0,1.811,-0.256,,,
1288972163.343,0.165,-1.003,,,,,,
1288972163.3439999,,,,,,0.0528913,-0.5689271,2.70499633
1288972163.369,,,15.0,1.326,-0.213,,,
1288972163.463,0.165,-1.003,,,,,,
1288972163.464,,,,,,0.0363979,-0.5622657,2.67519633
1288972163.581,,,15.0,1.319,-0.109,,,
1288972163.583,0.165,-1.003,,,,,,
1288972163.5839999,,,,,,0.0222701,-0.554774,2.59469633
1288972163.581,,,15.0,1.319,-0.109,,,
1288972163.794,,,15.0,1.314,-0.006,,,
1288972163.823,0.165,-1.003,,,,,,
1288972163.824,,,,,,-0.0031409,-0.5371308,2.45469633
1288972163.581,,,15.0,1.319,-0.109,,,
1288972163.794,,,15.0,1.314,-0.006,,,
1288972164.429,,,15.0,1.177,0.351,,,
1288972164.429,0.165,-1.003,,,,,,
1288972164.4299998,,,,,,-0.0566449,-0.480928,2.09999633
1288972163.581,,,15.0,1.319,-0.109,,,
1288972163.794,,,15.0,1.314,-0.006,,,
1288972164.429,,,15.0,1.177,0.351,,,
1288972169.111,0.165,0.902,,,,,,
1288972169.112,,,,,,-0.1733676,0.2090637,1.72319633
1288972163.581,,,15.0,1.319,-0.109,,,
1288972163.794,,,15.0,1.314,-0.006,,,
1288972164.429,,,15.0,1.177,0.351,,,
1288972173.555,0.165,-1.003,,,,,,
1288972173.556,,,,,,-0.5040354,0.778895,2.12209633
1288972163.581,,,15.0,1.319,-0.109,,,
1288972163.794,,,15.0,1.314,-0.006,,,
1288972164.429,,,15.0,1.177,0.351,,,
1288972191.825,0.165,-1.003,,,,,,
1288972191.826,,,,,,0.0816837,3.4322417,1.22439633
1288972191.844,,,18.0,1.707,0.059,,,
1288972191.941,0.165,-1.003,,,,,,
1288972191.942,,,,,,0.0874788,3.4477307,1.20289633
1288972191.844,,,18.0,1.707,0.059,,,
1288972192.486,,,18.0,1.465,0.44,,,
1288972192.541,0.165,-1.003,,,,,,
1288972192.5419998,,,,,,0.11663,3.5160584,0.85379633
1288972191.844,,,18.0,1.707,0.059,,,
1288972192.486,,,18.0,1.465,0.44,,,
1288972199.665,0.165,-1.003,,,,,,
1288972199.666,,,,,,0.9307996,4.2336541,0.25059633
1288972199.708,,,19.0,2.202,-0.25,,,
1288972199.78,0.165,-1.003,,,,,,
1288972199.781,,,,,,0.9479282,4.2462554,0.20039633
1288972199.708,,,19.0,2.202,-0.25,,,
1288972199.928,,,19.0,2.217,-0.148,,,
1288972200.021,0.165,-1.003,,,,,,
1288972200.0219998,,,,,,0.9836296,4.2663251,0.07319633
1288972199.708,,,19.0,2.202,-0.25,,,
1288972199.928,,,19.0,2.217,-0.148,,,
1288972200.147,,,19.0,2.209,-0.031,,,
1288972200.261,0.165,-1.003,,,,,,
1288972200.2619998,,,,,,1.0210736,4.2824764,-0.09080367
1288972200.367,,,19.0,2.182,0.088,,,
1288972200.381,0.165,-1.003,,,,,,
1288972200.382,,,,,,1.0525603,4.2208872,0.26419633
1288972200.367,,,19.0,2.182,0.088,,,
1288972200.586,,,19.0,2.083,0.279,,,
1288972200.635,0.165,-1.003,,,,,,
1288972200.636,,,,,,1.0855983,4.2257975,0.12699633
1288972200.367,,,19.0,2.182,0.088,,,
1288972200.586,,,19.0,2.083,0.279,,,
1288972206.313,0.165,-1.003,,,,,,
1288972206.314,,,,,,1.9420906,4.2230224,-0.00050367
1288972206.356,,,20.0,2.412,-0.532,,,
1288972206.433,0.165,-1.003,,,,,,
1288972206.434,,,,,,1.9586842,4.223913,-0.03180367
1288972206.356,,,20.0,2.412,-0.532,,,
1288972206.574,,,20.0,2.532,-0.411,,,
1288972206.673,0.165,-1.003,,,,,,
1288972206.674,,,,,,1.991841,4.218494,-0.19070367
1288972206.791,,,20.0,2.628,-0.294,,,
1288972206.793,0.165,-1.003,,,,,,
1288972206.794,,,,,,2.0052407,4.2104867,-0.24530367
1288972206.791,,,20.0,2.628,-0.294,,,
1288972207.009,,,20.0,2.679,-0.173,,,
1288972207.03,0.165,-1.003,,,,,,
1288972207.031,,,,,,2.0327173,4.201772,-0.40600367
1288972206.791,,,20.0,2.628,-0.294,,,
1288972207.009,,,20.0,2.679,-0.173,,,
1288972212.801,0.165,-1.003,,,,,,
1288972212.802,,,,,,2.7955103,3.7812908,-0.51810367
1288972212.871,,,20.0,1.841,-0.054,,,
1288972212.921,0.165,-1.003,,,,,,
1288972212.922,,,,,,2.8125394,3.7723445,-0.55390367
1288972212.871,,,20.0,1.841,-0.054,,,
1288972213.085,,,20.0,1.808,0.078,,,
1288972213.161,0.165,-1.003,,,,,,
1288972213.162,,,,,,2.8378806,3.7600667,-0.72290367
1288972212.871,,,20.0,1.841,-0.054,,,
1288972213.085,,,20.0,1.808,0.078,,,
1288972213.298,,,20.0,1.743,0.213,,,
1288972213.401,0.165,-1.003,,,,,,
1288972213.402,,,,,,2.8620632,3.7387122,-0.86060367
1288972213.511,,,20.0,1.674,0.324,,,
1288972213.518,0.165,-1.003,,,,,,
1288972213.5189998,,,,,,2.8722202,3.7248576,-0.93900367
1288972213.511,,,20.0,1.674,0.324,,,
1288972213.727,,,20.0,1.586,0.446,,,
1288972213.761,0.165,-1.003,,,,,,
1288972213.7619998,,,,,,2.8878778,3.6988407,-1.07170367
1288972213.511,,,20.0,1.674,0.324,,,
1288972213.727,,,20.0,1.586,0.446,,,
1288972220.611,0.165,-1.003,,,,,,
1288972220.612,,,,,,3.2113233,2.2816167,-1.84668898
1288972220.634,,,12.0,2.788,-0.035,,,
1288972220.634,,,11.0,5.214,-0.219,,,
1288972220.726,0.165,-1.003,,,,,,
1288972220.727,,,,,,3.2113233,2.2816167,-1.84668898
1288972220.634,,,12.0,2.788,-0.035,,,
1288972220.634,,,11.0,5.214,-0.219,,,
1288972221.272,,,13.0,2.496,-0.151,,,
1288972221.333,0.165,-1.003,,,,,,
1288972221.3339999,,,,,,3.2113233,2.2816167,-1.84668898
1288972220.634,,,12.0,2.788,-0.035,,,
1288972220.634,,,11.0,5.214,-0.219,,,
1288972221.272,,,13.0,2.496,-0.151,,,
1288972221.486,,,13.0,2.487,-0.039,,,
1288972221.573,0.165,-1.003,,,,,,
1288972221.574,,,,,,3.2113233,2.2816167,-1.84668898
1288972220.634,,,12.0,2.788,-0.035,,,
1288972220.634,,,11.0,5.214,-0.219,,,
1288972221.272,,,13.0,2.496,-0.151,,,
1288972221.486,,,13.0,2.487,-0.039,,,
1288972226.015,0.165,-1.003,,,,,,
1288972226.016,,,,,,3.1152667,1.9864007,-1.85518898
1288972220.634,,,12.0,2.788,-0.035,,,
1288972220.634,,,11.0,5.214,-0.219,,,
1288972221.272,,,13.0,2.496,-0.151,,,
1288972221.486,,,13.0,2.487,-0.039,,,
1288972231.903,0.165,-1.003,,,,,,
1288972231.904,,,,,,2.3548291,1.6705147,-2.90098898
1288972220.634,,,12.0,2.788,-0.035,,,
1288972220.634,,,11.0,5.214,-0.219,,,
1288972221.272,,,13.0,2.496,-0.151,,,
1288972221.486,,,13.0,2.487,-0.039,,,
1288972232.801,,,16.0,1.5,-0.486,,,
1288972232.862,0.165,-1.003,,,,,,
1288972232.863,,,,,,2.2281113,1.6673484,2.84679633
1288972220.634,,,12.0,2.788,-0.035,,,
1288972220.634,,,11.0,5.214,-0.219,,,
1288972221.272,,,13.0,2.496,-0.151,,,
1288972221.486,,,13.0,2.487,-0.039,,,
1288972232.801,,,16.0,1.5,-0.486,,,
1288972233.009,,,16.0,1.553,-0.378,,,
1288972233.104,0.165,-1.003,,,,,,
1288972233.105,,,,,,2.1964517,1.6779203,2.70199633
1288972233.217,,,16.0,1.591,-0.267,,,
1288972233.224,0.165,-1.003,,,,,,
1288972233.225,,,,,,2.1833494,1.6840022,2.63739633
1288972233.217,,,16.0,1.591,-0.267,,,
1288972236.228,0.165,-1.003,,,,,,
1288972236.2289999,,,,,,1.8073235,1.9460561,2.56049633
1288972233.217,,,16.0,1.591,-0.267,,,
1288972236.435,,,16.0,1.151,-0.142,,,
1288972236.469,0.165,-1.003,,,,,,
1288972236.47,,,,,,1.7815009,1.9620329,2.43319633
1288972233.217,,,16.0,1.591,-0.267,,,
1288972236.435,,,16.0,1.151,-0.142,,,
1288972236.645,,,16.0,1.143,-0.022,,,
1288972236.707,0.165,-1.003,,,,,,
1288972236.708,,,,,,1.7602832,1.9837163,2.28349633
1288972233.217,,,16.0,1.591,-0.267,,,
1288972236.435,,,16.0,1.151,-0.142,,,
1288972236.645,,,16.0,1.143,-0.022,,,
1288972237.669,0.165,-1.003,,,,,,
1288972237.6699998,,,,,,1.6936081,2.1038223,2.08319633
1288972237.724,,,18.0,3.281,-0.053,,,
1288972237.792,0.165,-1.003,,,,,,
1288972237.793,,,,,,1.6847338,2.1219965,2.04719633
1288972237.724,,,18.0,3.281,-0.053,,,
1288972240.916,0.165,-1.003,,,,,,
1288972240.9169998,,,,,,1.699519,2.5713075,1.50849633
1288972237.724,,,18.0,3.281,-0.053,,,
1288972241.24,,,19.0,2.769,-0.24,,,
1288972241.273,0.165,-1.003,,,,,,
1288972241.274,,,,,,1.7064691,2.6176758,1.32319633
1288972237.724,,,18.0,3.281,-0.053,,,
1288972241.24,,,19.0,2.769,-0.24,,,
1288972241.452,,,19.0,2.815,-0.128,,,
1288972241.516,0.165,-1.003,,,,,,
1288972241.517,,,,,,1.7182398,2.6490534,1.17619633
1288972237.724,,,18.0,3.281,-0.053,,,
1288972241.24,,,19.0,2.769,-0.24,,,
1288972241.452,,,19.0,2.815,-0.128,,,
1288972241.665,,,19.0,2.835,-0.009,,,
1288972241.753,0.165,-1.003,,,,,,
1288972241.754,,,,,,1.7344135,2.6721872,1.04869633
1288972237.724,,,18.0,3.281,-0.053,,,
1288972241.24,,,19.0,2.769,-0.24,,,
1288972241.452,,,19.0,2.815,-0.128,,,
1288972241.665,,,19.0,2.835,-0.009,,,
1288972242.094,,,19.0,2.654,0.293,,,
1288972242.116,0.165,-1.003,,,,,,
1288972242.1169999,,,,,,1.7638764,2.711802,0.82649633
1288972237.724,,,18.0,3.281,-0.053,,,
1288972241.24,,,19.0,2.769,-0.24,,,
1288972241.452,,,19.0,2.815,-0.128,,,
1288972241.665,,,19.0,2.835,-0.009,,,
1288972242.094,,,19.0,2.654,0.293,,,
1288972245.36,0.165,-1.003,,,,,,
1288972245.3609998,,,,,,2.2506881,3.0086151,0.08459633
1288972237.724,,,18.0,3.281,-0.053,,,
1288972241.24,,,19.0,2.769,-0.24,,,
1288972241.452,,,19.0,2.815,-0.128,,,
1288972241.665,,,19.0,2.835,-0.009,,,
1288972242.094,,,19.0,2.654,0.293,,,
1288972245.639,,,20.0,1.901,-0.513,,,
1288972245.72,0.165,-1.003,,,,,,
1288972245.721,,,,,,2.2506881,3.0086151,0.08459633
1288972237.724,,,18.0,3.281,-0.053,,,
1288972241.24,,,19.0,2.769,-0.24,,,
1288972241.452,,,19.0,2.815,-0.128,,,
1288972241.665,,,19.0,2.835,-0.009,,,
1288972242.094,,,19.0,2.654,0.293,,,
1288972245.639,,,20.0,1.901,-0.513,,,
1288972245.854,,,20.0,1.995,-0.391,,,
1288972245.959,0.165,-1.003,,,,,,
1288972245.96,,,,,,2.2506881,3.0086151,0.08459633
1288972246.068,,,20.0,2.054,-0.271,,,
1288972246.077,0.165,-1.003,,,,,,
1288972246.0779998,,,,,,2.251755,3.0088971,0.07829633
1288972246.068,,,20.0,2.054,-0.271,,,
1288972246.283,,,20.0,2.088,-0.1,,,
1288972246.32,0.165,-1.003,,,,,,
1288972246.3209999,,,,,,2.2866216,3.0140176,-0.09190367
1288972246.068,,,20.0,2.054,-0.271,,,
1288972246.283,,,20.0,2.088,-0.1,,,
1288972246.497,,,20.0,2.083,0.013,,,
1288972246.56,0.165,-1.003,,,,,,
1288972246.5609999,,,,,,2.3207755,3.0034689,-0.13550367
1288972246.068,,,20.0,2.054,-0.271,,,
1288972246.283,,,20.0,2.088,-0.1,,,
1288972246.497,,,20.0,2.083,0.013,,,
1288972246.718,,,20.0,2.045,0.127,,,
1288972246.801,0.165,-1.003,,,,,,
1288972246.802,,,,,,2.3520373,2.9940325,-0.25340367
1288972246.068,,,20.0,2.054,-0.271,,,
1288972246.283,,,20.0,2.088,-0.1,,,
1288972246.497,,,20.0,2.083,0.013,,,
1288972246.718,,,20.0,2.045,0.127,,,
1288972250.403,0.165,-1.003,,,,,,
1288972250.404,,,,,,2.8497743,2.7898126,-0.38810367
1288972246.068,,,20.0,2.054,-0.271,,,
1288972246.283,,,20.0,2.088,-0.1,,,
1288972246.497,,,20.0,2.083,0.013,,,
1288972246.718,,,20.0,2.045,0.127,,,
1288972250.701,,,12.0,2.607,-0.528,,,
1288972250.763,0.165,-1.003,,,,,,
1288972250.764,,,,,,2.8949778,2.7690109,-0.59060367
1288972246.068,,,20.0,2.054,-0.271,,,
1288972246.283,,,20.0,2.088,-0.1,,,
1288972246.497,,,20.0,2.083,0.013,,,
1288972246.718,,,20.0,2.045,0.127,,,
1288972250.701,,,12.0,2.607,-0.528,,,
1288972256.771,0.165,-1.003,,,,,,
1288972256.7719998,,,,,,3.5094845,2.107766,-0.85450367
1288972256.88,,,12.0,1.981,-0.343,,,
1288972256.891,0.165,-1.003,,,,,,
1288972256.892,,,,,,3.5212699,2.0953748,-0.87600367
1288972256.88,,,12.0,1.981,-0.343,,,
1288972257.515,,,12.0,2.019,0.058,,,
1288972257.616,0.165,-1.003,,,,,,
1288972257.6169999,,,,,,3.5709719,2.0085756,-1.33520367
1288972257.73,,,12.0,1.969,0.178,,,
1288972267.348,0.165,-1.003,,,,,,
1288972267.349,,,,,,3.8055085,0.5567749,-1.42170367
1288972257.73,,,12.0,1.969,0.178,,,
1288972271.072,0.165,-1.003,,,,,,
1288972271.073,,,,,,3.6532569,0.0390557,-1.91358898
1288972271.096,,,7.0,3.0,-0.326,,,
1288972271.189,0.165,-1.003,,,,,,
1288972271.1899998,,,,,,3.6481811,0.02207,-1.95578898
1288972271.096,,,7.0,3.0,-0.326,,,
1288972271.513,,,7.0,3.109,-0.092,,,
1288972271.552,0.165,-1.003,,,,,,
1288972271.553,,,,,,3.6271645,-0.0204263,-2.17788898
1288972271.096,,,7.0,3.0,-0.326,,,
1288972271.513,,,7.0,3.109,-0.092,,,
1288972271.934,,,7.0,3.076,0.144,,,
1288972272.032,0.165,-1.003,,,,,,
1288972272.033,,,,,,3.5841146,-0.066967,-2.45898898
1288972271.096,,,7.0,3.0,-0.326,,,
1288972271.513,,,7.0,3.109,-0.092,,,
1288972271.934,,,7.0,3.076,0.144,,,
1288972273.596,0.165,0.902,,,,,,
1288972273.597,,,,,,3.377822,-0.1245545,-3.13678898
1288972273.629,,,15.0,4.471,-0.103,,,
1288972273.629,,,1.0,2.579,0.442,,,
1288972273.711,0.165,0.902,,,,,,
1288972273.712,,,,,,3.3610821,-0.1230665,-3.09028898
1288972273.629,,,15.0,4.471,-0.103,,,
1288972273.629,,,1.0,2.579,0.442,,,
1288972275.276,0.165,-1.003,,,,,,
1288972275.277,,,,,,3.1570246,-0.2067813,-2.58398898
1288972275.324,,,10.0,4.746,-0.017,,,
1288972275.324,,,7.0,2.434,0.497,,,
1288972275.393,0.165,-1.003,,,,,,
1288972275.3939998,,,,,,3.1394657,-0.21393,-2.58768898
1288972275.324,,,10.0,4.746,-0.017,,,
1288972275.324,,,7.0,2.434,0.497,,,
1288972276.355,0.165,0.902,,,,,,
1288972276.356,,,,,,3.0202781,-0.2451141,3.03809633
1288972275.324,,,10.0,4.746,-0.017,,,
1288972275.324,,,7.0,2.434,0.497,,,
1288972280.679,0.165,0.902,,,,,,
1288972280.6799998,,,,,,2.4166195,-0.441419,-2.77958898
1288972280.707,,,10.0,3.943,0.172,,,
1288972280.805,0.165,0.902,,,,,,
1288972280.806,,,,,,2.3997557,-0.4472667,-2.74478898
1288972280.707,,,10.0,3.943,0.172,,,
1288972291.016,0.165,-1.003,,,,,,
1288972291.017,,,,,,1.2337379,-1.4477786,-2.42098898
1288972291.031,,,10.0,2.314,-0.279,,,
1288972291.135,0.165,-1.003,,,,,,
1288972291.136,,,,,,1.2204145,-1.4596889,-2.44938898
1288972291.244,,,10.0,2.335,-0.192,,,
1288972291.256,0.165,-1.003,,,,,,
1288972291.257,,,,,,1.207027,-1.4692964,-2.53308898
1288972291.244,,,10.0,2.335,-0.192,,,
1288972291.455,,,10.0,2.359,-0.075,,,
1288972291.493,0.165,-1.003,,,,,,
1288972291.494,,,,,,1.1809521,-1.485433,-2.66508898
1288972291.244,,,10.0,2.335,-0.192,,,
1288972291.455,,,10.0,2.359,-0.075,,,
1288972291.666,,,10.0,2.337,0.052,,,
1288972291.736,0.165,-1.003,,,,,,
1288972291.737,,,,,,1.1519049,-1.4993243,-2.80928898
1288972291.244,,,10.0,2.335,-0.192,,,
1288972291.455,,,10.0,2.359,-0.075,,,
1288972291.666,,,10.0,2.337,0.052,,,
1288972291.878,,,10.0,2.293,0.156,,,
1288972291.975,0.165,-1.003,,,,,,
1288972291.9759998,,,,,,1.1203396,-1.5086799,-2.96508898
1288972292.09,,,10.0,2.204,0.28,,,
1288972292.097,0.165,-1.003,,,,,,
1288972292.0979998,,,,,,1.1050115,-1.5101589,-3.02318898
1288972292.09,,,10.0,2.204,0.28,,,
1288972292.716,,,15.0,2.417,-0.458,,,
1288972292.814,0.165,-1.003,,,,,,
1288972292.8149998,,,,,,1.0104365,-1.5057126,2.81649633
1288972292.923,,,15.0,2.522,-0.339,,,
1288972292.934,0.165,-1.003,,,,,,
1288972292.935,,,,,,0.9950222,-1.4998415,2.74969633
1288972292.923,,,15.0,2.522,-0.339,,,
1288972296.544,0.165,-1.003,,,,,,
1288972296.5449998,,,,,,0.5165972,-1.2479855,2.65609633
1288972292.923,,,15.0,2.522,-0.339,,,
1288972296.818,,,15.0,2.09,-0.159,,,
1288972296.901,0.165,-1.003,,,,,,
1288972296.902,,,,,,0.4747886,-1.2231933,2.46719633
1288972292.923,,,15.0,2.522,-0.339,,,
1288972296.818,,,15.0,2.09,-0.159,,,
1288972297.239,,,15.0,2.063,0.081,,,
1288972297.264,0.165,-1.003,,,,,,
1288972297.2649999,,,,,,0.4388467,-1.1884659,2.24489633
1288972292.923,,,15.0,2.522,-0.339,,,
1288972296.818,,,15.0,2.09,-0.159,,,
1288972297.239,,,15.0,2.063,0.081,,,
1288972297.448,,,15.0,1.999,0.206,,,
1288972297.501,0.165,-1.003,,,,,,
1288972297.5019999,,,,,,0.4207023,-1.1627967,2.11619633
1288972292.923,,,15.0,2.522,-0.339,,,
1288972296.818,,,15.0,2.09,-0.159,,,
1288972297.239,,,15.0,2.063,0.081,,,
1288972297.448,,,15.0,1.999,0.206,,,
1288972298.08,,,14.0,1.269,-0.316,,,
1288972298.101,0.165,-1.003,,,,,,
1288972298.102,,,,,,0.3943259,-1.0934321,1.78469633
1288972292.923,,,15.0,2.522,-0.339,,,
1288972296.818,,,15.0,2.09,-0.159,,,
1288972297.239,,,15.0,2.063,0.081,,,
1288972297.448,,,15.0,1.999,0.206,,,
1288972298.08,,,14.0,1.269,-0.316,,,
1288972298.318,,,14.0,1.285,-0.214,,,
1288972298.343,0.165,-1.003,,,,,,
1288972298.3439999,,,,,,0.3896006,-1.0628152,1.64929633
1288972292.923,,,15.0,2.522,-0.339,,,
1288972296.818,,,15.0,2.09,-0.159,,,
1288972297.239,,,15.0,2.063,0.081,,,
1288972297.448,,,15.0,1.999,0.206,,,
1288972298.08,,,14.0,1.269,-0.316,,,
1288972298.318,,,14.0,1.285,-0.214,,,
1288972298.529,,,14.0,1.281,-0.041,,,
1288972298.584,0.165,-1.003,,,,,,
1288972298.585,,,,,,0.3857806,-1.0241255,1.46299633
1288972292.923,,,15.0,2.522,-0.339,,,
1288972296.818,,,15.0,2.09,-0.159,,,
1288972297.239,,,15.0,2.063,0.081,,,
1288972297.448,,,15.0,1.999,0.206,,,
1288972298.08,,,14.0,1.269,-0.316,,,
1288972298.318,,,14.0,1.285,-0.214,,,
1288972298.529,,,14.0,1.281,-0.041,,,
1288972298.743,,,14.0,1.256,0.077,,,
1288972298.823,0.165,-1.003,,,,,,
1288972298.824,,,,,,0.3900259,-0.9939452,1.33219633
1288972292.923,,,15.0,2.522,-0.339,,,
1288972296.818,,,15.0,2.09,-0.159,,,
1288972297.239,,,15.0,2.063,0.081,,,
1288972297.448,,,15.0,1.999,0.206,,,
1288972298.08,,,14.0,1.269,-0.316,,,
1288972298.318,,,14.0,1.285,-0.214,,,
1288972298.529,,,14.0,1.281,-0.041,,,
1288972298.743,,,14.0,1.256,0.077,,,
1288972298.956,,,14.0,1.211,0.197,,,
1288972299.062,0.165,-1.003,,,,,,
1288972299.063,,,,,,0.3988852,-0.9630803,1.19059633
1288972299.169,,,14.0,1.157,0.315,,,
1288972299.182,0.165,-1.003,,,,,,
1288972299.1829998,,,,,,0.4045776,-0.948534,1.12069633
1288972299.169,,,14.0,1.157,0.315,,,
1288972300.245,,,13.0,2.863,-0.131,,,
1288972300.268,0.165,-1.003,,,,,,
1288972300.2689998,,,,,,0.5043907,-0.8423434,0.47629633
1288972299.169,,,14.0,1.157,0.315,,,
1288972300.245,,,13.0,2.863,-0.131,,,
1288972300.461,,,13.0,2.863,-0.004,,,
1288972300.508,0.165,-1.003,,,,,,
1288972300.5089998,,,,,,0.53412,-0.8294277,0.33799633
1288972299.169,,,14.0,1.157,0.315,,,
1288972300.245,,,13.0,2.863,-0.131,,,
1288972300.461,,,13.0,2.863,-0.004,,,
1288972303.512,0.165,-1.003,,,,,,
1288972303.513,,,,,,0.9749251,-0.7274546,0.23299633
1288972303.578,,,13.0,2.37,0.178,,,
1288972303.632,0.165,-1.003,,,,,,
1288972303.633,,,,,,0.9910709,-0.7239511,0.20759633
1288972303.578,,,13.0,2.37,0.178,,,
1288972303.793,,,13.0,2.285,0.283,,,
1288972303.872,0.165,-1.003,,,,,,
1288972303.873,,,,,,1.0218759,-0.7199395,0.05829633
1288972303.578,,,13.0,2.37,0.178,,,
1288972303.793,,,13.0,2.285,0.283,,,
1288972304.648,,,11.0,3.761,-0.078,,,
1288972304.712,0.165,-1.003,,,,,,
1288972304.7129998,,,,,,1.1260258,-0.7386472,-0.42680367
1288972303.578,,,13.0,2.37,0.178,,,
1288972303.793,,,13.0,2.285,0.283,,,
1288972304.648,,,11.0,3.761,-0.078,,,
1288972315.882,0.165,-1.003,,,,,,
1288972315.883,,,,,,2.4053077,-1.832821,-0.71200367
1288972315.982,,,11.0,1.981,0.435,,,
1288972316.006,0.165,-1.003,,,,,,
1288972316.007,,,,,,2.4212112,-1.8445584,-0.75680367
1288972315.982,,,11.0,1.981,0.435,,,
1288972333.697,0.165,-1.003,,,,,,
1288972333.698,,,,,,2.6392162,-4.4773098,-1.51990367
1288972315.982,,,11.0,1.981,0.435,,,
1288972334.031,,,6.0,1.175,-0.533,,,
1288972334.055,0.165,-1.003,,,,,,
1288972334.056,,,,,,2.6396825,-4.5268017,-1.71158898
1288972315.982,,,11.0,1.981,0.435,,,
1288972334.031,,,6.0,1.175,-0.533,,,
1288972334.248,,,6.0,1.216,-0.438,,,
1288972334.296,0.165,-1.003,,,,,,
1288972334.297,,,,,,2.6334239,-4.558185,-1.85088898
1288972315.982,,,11.0,1.981,0.435,,,
1288972334.031,,,6.0,1.175,-0.533,,,
1288972334.248,,,6.0,1.216,-0.438,,,
1288972334.466,,,6.0,1.25,-0.332,,,
1288972334.535,0.165,-1.003,,,,,,
1288972334.536,,,,,,2.6236973,-4.5869199,-1.98688898
1288972315.982,,,11.0,1.981,0.435,,,
1288972334.031,,,6.0,1.175,-0.533,,,
1288972334.248,,,6.0,1.216,-0.438,,,
1288972334.466,,,6.0,1.25,-0.332,,,
1288972334.684,,,6.0,1.259,-0.204,,,
1288972334.775,0.165,-1.003,,,,,,
1288972334.776,,,,,,2.6095157,-4.6159148,-2.13198898
1288972315.982,,,11.0,1.981,0.435,,,
1288972334.031,,,6.0,1.175,-0.533,,,
1288972334.248,,,6.0,1.216,-0.438,,,
1288972334.466,,,6.0,1.25,-0.332,,,
1288972334.684,,,6.0,1.259,-0.204,,,
1288972334.908,,,6.0,1.26,-0.089,,,
1288972335.017,0.165,-1.003,,,,,,
1288972335.018,,,,,,2.5907976,-4.6423824,-2.27118898
1288972335.126,,,6.0,1.22,0.095,,,
1288972335.137,0.165,-1.003,,,,,,
1288972335.138,,,,,,2.5796467,-4.6558793,-2.35258898
1288972335.126,,,6.0,1.22,0.095,,,
1288972335.343,,,6.0,1.176,0.21,,,
1288972335.377,0.165,-1.003,,,,,,
1288972335.378,,,,,,2.5572388,-4.6764381,-2.48778898
1288972335.126,,,6.0,1.22,0.095,,,
1288972335.343,,,6.0,1.176,0.21,,,
1288972335.559,,,9.0,2.998,-0.44,,,
1288972335.617,0.165,-1.003,,,,,,
1288972335.618,,,,,,2.5305302,-4.6948149,-2.62808898
1288972335.126,,,6.0,1.22,0.095,,,
1288972335.343,,,6.0,1.176,0.21,,,
1288972335.559,,,9.0,2.998,-0.44,,,
1288972335.776,,,9.0,3.118,-0.324,,,
1288972335.857,0.165,-1.003,,,,,,
1288972335.858,,,,,,2.500205,-4.7080633,-2.76758898
1288972335.126,,,6.0,1.22,0.095,,,
1288972335.343,,,6.0,1.176,0.21,,,
1288972335.559,,,9.0,2.998,-0.44,,,
1288972335.776,,,9.0,3.118,-0.324,,,
1288972342.827,0.165,-1.003,,,,,,
1288972342.8279998,,,,,,1.4852555,-4.9808443,-2.88828898
1288972342.944,,,9.0,2.191,-0.163,,,
1288972342.947,0.165,-1.003,,,,,,
1288972342.948,,,,,,1.4676211,-4.9859225,-2.92728898
1288972342.944,,,9.0,2.191,-0.163,,,
1288972343.157,,,9.0,2.206,-0.074,,,
1288972343.187,0.165,-1.003,,,,,,
1288972343.188,,,,,,1.4371996,-4.9902091,-3.06748898
1288972342.944,,,9.0,2.191,-0.163,,,
1288972343.157,,,9.0,2.206,-0.074,,,
1288972343.372,,,9.0,2.189,0.048,,,
1288972343.427,0.165,-1.003,,,,,,
1288972343.428,,,,,,1.404869,-4.9920714,3.06839633
1288972342.944,,,9.0,2.191,-0.163,,,
1288972343.157,,,9.0,2.206,-0.074,,,
1288972343.372,,,9.0,2.189,0.048,,,
1288972343.584,,,9.0,2.128,0.192,,,
