Time [s],Forward Velocity [m/s],Angular Velocity [rad/s],Subject #,Range [m],Bearing [rad],x [m],y [m],Orientation [rad]
1288971968.494,,,19.0,2.155,-0.223,,,
1288971968.711,,,19.0,2.118,-0.228,,,
1288971968.928,,,19.0,2.089,-0.228,,,
1288971969.144,,,19.0,2.055,-0.234,,,
1288971969.362,,,19.0,2.037,-0.237,,,
1288971969.579,,,19.0,1.985,-0.242,,,
1288971969.998,,,19.0,1.843,-0.385,,,
1288971970.057,0.165,0.902,,,,,,
1288971970.0579998,,,,,,2.9785317,3.178845,2.04309633
1288971967.63,,,19.0,2.3,-0.213,,,
1288971968.063,,,19.0,2.221,-0.218,,,
1288971968.494,,,19.0,2.155,-0.223,,,
1288971968.711,,,19.0,2.118,-0.228,,,
1288971968.928,,,19.0,2.089,-0.228,,,
1288971969.144,,,19.0,2.055,-0.234,,,
1288971969.362,,,19.0,2.037,-0.237,,,
1288971969.579,,,19.0,1.985,-0.242,,,
1288971969.998,,,19.0,1.843,-0.385,,,
1288971971.018,0.142,0.0,,,,,,
1288971971.0189998,,,,,,2.8978449,3.2777873,2.61609633
1288971967.63,,,19.0,2.3,-0.213,,,
1288971968.063,,,19.0,2.221,-0.218,,,
1288971968.494,,,19.0,2.155,-0.223,,,
1288971968.711,,,19.0,2.118,-0.228,,,
1288971968.928,,,19.0,2.089,-0.228,,,
1288971969.144,,,19.0,2.055,-0.234,,,
1288971969.362,,,19.0,2.037,-0.237,,,
1288971969.579,,,19.0,1.985,-0.242,,,
1288971969.998,,,19.0,1.843,-0.385,,,
1288971971.254,,,4.0,2.454,0.535,,,
1288971971.258,0.142,0.0,,,,,,
1288971971.2589998,,,,,,2.865649,3.3006214,2.66299633
1288971967.63,,,19.0,2.3,-0.213,,,
1288971968.063,,,19.0,2.221,-0.218,,,
1288971968.494,,,19.0,2.155,-0.223,,,
1288971968.711,,,19.0,2.118,-0.228,,,
1288971968.928,,,19.0,2.089,-0.228,,,
1288971969.144,,,19.0,2.055,-0.234,,,
1288971969.362,,,19.0,2.037,-0.237,,,
1288971969.579,,,19.0,1.985,-0.242,,,
1288971969.998,,,19.0,1.843,-0.385,,,
1288971971.254,,,4.0,2.454,0.535,,,
1288971971.469,,,4.0,2.414,0.523,,,
1288971971.498,0.142,0.0,,,,,,
1288971971.4989998,,,,,,2.8301546,3.3193191,2.63899633
1288971967.63,,,19.0,2.3,-0.213,,,
1288971968.063,,,19.0,2.221,-0.218,,,
1288971968.494,,,19.0,2.155,-0.223,,,
1288971968.711,,,19.0,2.118,-0.228,,,
1288971968.928,,,19.0,2.089,-0.228,,,
1288971969.144,,,19.0,2.055,-0.234,,,
1288971969.362,,,19.0,2.037,-0.237,,,
1288971969.579,,,19.0,1.985,-0.242,,,
1288971969.998,,,19.0,1.843,-0.385,,,
1288971971.254,,,4.0,2.454,0.535,,,
1288971971.469,,,4.0,2.414,0.523,,,
1288971971.685,,,18.0,3.056,-0.075,,,
1288971971.742,0.142,0.0,,,,,,
1288971971.743,,,,,,2.7987721,3.3395428,2.64159633
1288971967.63,,,19.0,2.3,-0.213,,,
1288971968.063,,,19.0,2.221,-0.218,,,
1288971968.494,,,19.0,2.155,-0.223,,,
1288971968.711,,,19.0,2.118,-0.228,,,
1288971968.928,,,19.0,2.089,-0.228,,,
1288971969.144,,,19.0,2.055,-0.234,,,
1288971969.362,,,19.0,2.037,-0.237,,,
1288971969.579,,,19.0,1.985,-0.242,,,
1288971969.998,,,19.0,1.843,-0.385,,,
1288971971.254,,,4.0,2.454,0.535,,,
1288971971.469,,,4.0,2.414,0.523,,,
1288971971.685,,,18.0,3.056,-0.075,,,
1288971971.902,,,4.0,2.375,0.513,,,
1288971971.982,0.142,0.0,,,,,,
1288971971.983,,,,,,2.7712944,3.3536581,2.59519633
1288971967.63,,,19.0,2.3,-0.213,,,
1288971968.063,,,19.0,2.221,-0.218,,,
1288971968.494,,,19.0,2.155,-0.223,,,
1288971968.711,,,19.0,2.118,-0.228,,,
1288971968.928,,,19.0,2.089,-0.228,,,
1288971969.144,,,19.0,2.055,-0.234,,,
1288971969.362,,,19.0,2.037,-0.237,,,
1288971969.579,,,19.0,1.985,-0.242,,,
1288971969.998,,,19.0,1.843,-0.385,,,
1288971971.254,,,4.0,2.454,0.535,,,
1288971971.469,,,4.0,2.414,0.523,,,
1288971971.685,,,18.0,3.056,-0.075,,,
1288971971.902,,,4.0,2.375,0.513,,,
1288971972.117,,,4.0,2.35,0.507,,,
1288971972.222,0.142,0.0,,,,,,
1288971972.2229998,,,,,,2.7396742,3.3734206,2.59629633
1288971967.63,,,19.0,2.3,-0.213,,,
1288971968.063,,,19.0,2.221,-0.218,,,
1288971968.494,,,19.0,2.155,-0.223,,,
1288971968.711,,,19.0,2.118,-0.228,,,
1288971968.928,,,19.0,2.089,-0.228,,,
1288971969.144,,,19.0,2.055,-0.234,,,
1288971969.362,,,19.0,2.037,-0.237,,,
1288971969.579,,,19.0,1.985,-0.242,,,
1288971969.998,,,19.0,1.843,-0.385,,,
1288971971.254,,,4.0,2.454,0.535,,,
1288971971.469,,,4.0,2.414,0.523,,,
1288971971.685,,,18.0,3.056,-0.075,,,
1288971971.902,,,4.0,2.375,0.513,,,
1288971972.117,,,4.0,2.35,0.507,,,
1288971972.546,,,18.0,2.937,-0.072,,,
1288971972.582,0.142,0.0,,,,,,
1288971972.583,,,,,,2.6917779,3.4026726,2.59089633
1288971967.63,,,19.0,2.3,-0.213,,,
1288971968.063,,,19.0,2.221,-0.218,,,
1288971968.494,,,19.0,2.155,-0.223,,,
1288971968.711,,,19.0,2.118,-0.228,,,
1288971968.928,,,19.0,2.089,-0.228,,,
1288971969.144,,,19.0,2.055,-0.234,,,
1288971969.362,,,19.0,2.037,-0.237,,,
1288971969.579,,,19.0,1.985,-0.242,,,
1288971969.998,,,19.0,1.843,-0.385,,,
1288971971.254,,,4.0,2.454,0.535,,,
1288971971.469,,,4.0,2.414,0.523,,,
1288971971.685,,,18.0,3.056,-0.075,,,
1288971971.902,,,4.0,2.375,0.513,,,
1288971972.117,,,4.0,2.35,0.507,,,
1288971972.546,,,18.0,2.937,-0.072,,,
1288971972.702,0.165,0.902,,,,,,
1288971972.7029998,,,,,,2.6762331,3.4120325,2.58999633
1288971972.762,,,4.0,2.283,0.493,,,
1288971972.822,0.165,0.902,,,,,,
1288971972.823,,,,,,2.6602797,3.4223869,2.62139633
1288971972.762,,,4.0,2.283,0.493,,,
1288971973.542,0.142,0.0,,,,,,
1288971973.543,,,,,,2.5681962,3.4499751,3.04739633
1288971973.59,,,17.0,3.688,0.22,,,
1288971973.661,0.142,0.0,,,,,,
1288971973.662,,,,,,2.5532355,3.4534217,3.10149633
1288971973.59,,,17.0,3.688,0.22,,,
1288971973.803,,,17.0,3.67,0.212,,,
1288971973.803,,,16.0,1.645,0.45,,,
1288971973.902,0.142,0.0,,,,,,
1288971973.9029999,,,,,,2.5160113,3.455405,3.09869633
1288971974.016,,,17.0,3.637,0.215,,,
1288971974.016,,,16.0,1.61,0.461,,,
1288971974.022,0.142,0.0,,,,,,
1288971974.023,,,,,,2.4966155,3.4559154,3.09909633
1288971974.016,,,17.0,3.637,0.215,,,
1288971974.016,,,16.0,1.61,0.461,,,
1288971974.229,,,17.0,3.608,0.216,,,
1288971974.229,,,16.0,1.572,0.472,,,
1288971974.262,0.142,0.0,,,,,,
1288971974.263,,,,,,2.4609716,3.4569483,3.08869633
1288971974.016,,,17.0,3.637,0.215,,,
1288971974.016,,,16.0,1.61,0.461,,,
1288971974.229,,,17.0,3.608,0.216,,,
1288971974.229,,,16.0,1.572,0.472,,,
1288971974.443,,,16.0,1.552,0.473,,,
1288971974.443,,,17.0,3.575,0.219,,,
1288971974.502,0.142,0.0,,,,,,
1288971974.503,,,,,,2.4244905,3.4588365,3.09229633
1288971974.016,,,17.0,3.637,0.215,,,
1288971974.016,,,16.0,1.61,0.461,,,
1288971974.229,,,17.0,3.608,0.216,,,
1288971974.229,,,16.0,1.572,0.472,,,
1288971974.443,,,16.0,1.552,0.473,,,
1288971974.443,,,17.0,3.575,0.219,,,
1288971974.655,,,16.0,1.51,0.487,,,
1288971974.655,,,17.0,3.54,0.222,,,
1288971974.742,0.142,0.0,,,,,,
1288971974.743,,,,,,2.3900201,3.4608875,3.09209633
1288971974.016,,,17.0,3.637,0.215,,,
1288971974.016,,,16.0,1.61,0.461,,,
1288971974.229,,,17.0,3.608,0.216,,,
1288971974.229,,,16.0,1.572,0.472,,,
1288971974.443,,,16.0,1.552,0.473,,,
1288971974.443,,,17.0,3.575,0.219,,,
1288971974.655,,,16.0,1.51,0.487,,,
1288971974.655,,,17.0,3.54,0.222,,,
1288971974.869,,,17.0,3.492,0.225,,,
1288971974.869,,,16.0,1.463,0.503,,,
1288971974.986,0.142,0.0,,,,,,
1288971974.987,,,,,,2.3504916,3.4629458,3.09249633
1288971975.082,,,16.0,1.429,0.514,,,
1288971975.082,,,17.0,3.458,0.234,,,
1288971975.106,0.142,0.0,,,,,,
1288971975.1069999,,,,,,2.3334941,3.4645361,3.09489633
1288971975.082,,,16.0,1.429,0.514,,,
1288971975.082,,,17.0,3.458,0.234,,,
1288971975.294,,,4.0,1.936,-0.102,,,
1288971975.346,0.142,0.0,,,,,,
1288971975.347,,,,,,2.295529,3.4666588,3.09629633
1288971975.082,,,16.0,1.429,0.514,,,
1288971975.082,,,17.0,3.458,0.234,,,
1288971975.294,,,4.0,1.936,-0.102,,,
1288971975.507,,,16.0,1.393,0.523,,,
1288971975.586,0.142,0.0,,,,,,
1288971975.587,,,,,,2.2609524,3.4684997,3.09329633
1288971975.082,,,16.0,1.429,0.514,,,
1288971975.082,,,17.0,3.458,0.234,,,
1288971975.294,,,4.0,1.936,-0.102,,,
1288971975.507,,,16.0,1.393,0.523,,,
1288971975.706,0.165,0.902,,,,,,
1288971975.707,,,,,,2.2421744,3.469849,3.09279633
1288971975.722,,,16.0,1.35,0.537,,,
1288971975.722,,,17.0,3.372,0.231,,,
1288971975.826,0.165,0.902,,,,,,
1288971975.827,,,,,,2.223494,3.470802,3.11719633
1288971975.722,,,16.0,1.35,0.537,,,
1288971975.722,,,17.0,3.372,0.231,,,
1288971976.306,0.142,0.0,,,,,,
1288971976.307,,,,,,2.1646459,3.4606329,-2.88278898
1288971975.722,,,16.0,1.35,0.537,,,
1288971975.722,,,17.0,3.372,0.231,,,
1288971976.554,,,17.0,3.325,-0.106,,,
1288971976.666,0.142,0.0,,,,,,
1288971976.6669998,,,,,,2.1131748,3.4492756,-2.82748898
1288971976.77,,,16.0,1.387,0.228,,,
1288971976.786,0.142,0.0,,,,,,
1288971976.787,,,,,,2.0962088,3.443657,-2.83408898
1288971976.77,,,16.0,1.387,0.228,,,
1288971976.906,0.0,0.0,,,,,,
1288971976.9069998,,,,,,2.0773592,3.4395685,-2.81428898
1288971976.77,,,16.0,1.387,0.228,,,
1288971977.432,,,16.0,1.343,0.242,,,
1288971977.506,0.0,0.0,,,,,,
1288971977.507,,,,,,2.0710104,3.4368448,-2.81878898
1288971976.77,,,16.0,1.387,0.228,,,
1288971977.432,,,16.0,1.343,0.242,,,
1288971977.646,,,16.0,1.326,0.263,,,
1288971977.746,0.0,0.0,,,,,,
1288971977.747,,,,,,2.071317,3.4371112,-2.82008898
1288971977.862,,,16.0,1.32,0.263,,,
1288971977.866,0.0,0.0,,,,,,
1288971977.8669999,,,,,,2.0699547,3.4383339,-2.80698898
1288971977.862,,,16.0,1.32,0.263,,,
1288971978.077,,,16.0,1.323,0.266,,,
1288971978.106,0.0,0.0,,,,,,
1288971978.1069999,,,,,,2.0704462,3.4378034,-2.81218898
1288971977.862,,,16.0,1.32,0.263,,,
1288971978.077,,,16.0,1.323,0.266,,,
1288971978.292,,,16.0,1.319,0.268,,,
1288971978.346,0.0,0.0,,,,,,
1288971978.347,,,,,,2.0704407,3.437943,-2.81108898
1288971977.862,,,16.0,1.32,0.263,,,
1288971978.077,,,16.0,1.323,0.266,,,
1288971978.292,,,16.0,1.319,0.268,,,
1288971978.507,,,16.0,1.321,0.266,,,
1288971978.59,0.0,0.0,,,,,,
1288971978.5909998,,,,,,2.0702419,3.4379385,-2.81128898
1288971977.862,,,16.0,1.32,0.263,,,
1288971978.077,,,16.0,1.323,0.266,,,
1288971978.292,,,16.0,1.319,0.268,,,
1288971978.507,,,16.0,1.321,0.266,,,
1288971978.723,,,16.0,1.321,0.268,,,
1288971978.83,0.0,0.0,,,,,,
1288971978.8309999,,,,,,2.0703385,3.4378853,-2.81148898
1288971978.938,,,16.0,1.322,0.266,,,
1288971978.953,0.0,0.0,,,,,,
1288971978.954,,,,,,2.0702352,3.4379057,-2.81148898
1288971978.938,,,16.0,1.322,0.266,,,
1288971979.153,,,16.0,1.322,0.266,,,
1288971979.19,0.0,0.0,,,,,,
1288971979.191,,,,,,2.0703542,3.4378281,-2.81188898
1288971978.938,,,16.0,1.322,0.266,,,
1288971979.153,,,16.0,1.322,0.266,,,
1288971979.367,,,16.0,1.32,0.271,,,
1288971979.43,0.0,0.0,,,,,,
1288971979.431,,,,,,2.0703379,3.4378586,-2.81168898
1288971978.938,,,16.0,1.322,0.266,,,
1288971979.153,,,16.0,1.322,0.266,,,
1288971979.367,,,16.0,1.32,0.271,,,
1288971979.585,,,16.0,1.32,0.271,,,
1288971979.669,0.0,0.0,,,,,,
1288971979.6699998,,,,,,2.0702661,3.4378598,-2.81148898
1288971978.938,,,16.0,1.322,0.266,,,
1288971979.153,,,16.0,1.322,0.266,,,
1288971979.367,,,16.0,1.32,0.271,,,
1288971979.585,,,16.0,1.32,0.271,,,
1288971979.802,,,16.0,1.322,0.268,,,
1288971979.91,0.0,0.0,,,,,,
1288971979.911,,,,,,2.0703289,3.437846,-2.81158898
1288971980.019,,,16.0,1.319,0.271,,,
1288971980.03,0.0,0.0,,,,,,
1288971980.031,,,,,,2.0703343,3.4378388,-2.81148898
1288971980.019,,,16.0,1.319,0.271,,,
1288971980.235,,,16.0,1.321,0.268,,,
1288971980.27,0.0,0.0,,,,,,
1288971980.271,,,,,,2.0702886,3.4378559,-2.81178898
1288971980.019,,,16.0,1.319,0.271,,,
1288971980.235,,,16.0,1.321,0.268,,,
1288971980.39,0.142,0.0,,,,,,
1288971980.391,,,,,,2.0703094,3.4378457,-2.81168898
1288971980.45,,,17.0,3.221,-0.121,,,
1288971980.451,,,16.0,1.32,0.268,,,
1288971980.51,0.142,0.0,,,,,,
1288971980.511,,,,,,2.0677639,3.437057,-2.81278898
1288971980.45,,,17.0,3.221,-0.121,,,
1288971980.451,,,16.0,1.32,0.268,,,
1288971980.878,,,16.0,1.271,0.273,,,
1288971980.99,0.142,0.0,,,,,,
1288971980.991,,,,,,1.999721,3.4161877,-2.81418898
1288971981.095,,,16.0,1.257,0.255,,,
1288971981.11,0.142,0.0,,,,,,
1288971981.1109998,,,,,,1.9833545,3.4112573,-2.81198898
1288971981.095,,,16.0,1.257,0.255,,,
1288971981.522,,,16.0,1.18,0.297,,,
1288971981.59,0.142,0.0,,,,,,
1288971981.5909998,,,,,,1.9145535,3.3896175,-2.81568898
1288971981.095,,,16.0,1.257,0.255,,,
1288971981.522,,,16.0,1.18,0.297,,,
1288971981.738,,,16.0,1.156,0.292,,,
1288971981.834,0.142,0.0,,,,,,
1288971981.835,,,,,,1.8783823,3.3783345,-2.81848898
1288971981.952,,,16.0,1.118,0.311,,,
1288971981.957,0.165,-1.003,,,,,,
1288971981.958,,,,,,1.8597736,3.3726054,-2.81808898
1288971981.952,,,16.0,1.118,0.311,,,
1288971982.569,,,17.0,2.921,0.223,,,
1288971982.674,0.165,-1.003,,,,,,
1288971982.675,,,,,,1.7653283,3.3586237,3.04289633
1288971981.952,,,16.0,1.118,0.311,,,
1288971982.569,,,17.0,2.921,0.223,,,
1288971982.794,0.142,0.0,,,,,,
1288971982.7949998,,,,,,1.7492607,3.3609675,2.97449633
1288971981.952,,,16.0,1.118,0.311,,,
1288971982.569,,,17.0,2.921,0.223,,,
1288971982.993,,,17.0,2.736,0.379,,,
1288971983.034,0.142,0.0,,,,,,
1288971983.0349998,,,,,,1.7167215,3.3654555,2.95079633
1288971981.952,,,16.0,1.118,0.311,,,
1288971982.569,,,17.0,2.921,0.223,,,
1288971982.993,,,17.0,2.736,0.379,,,
1288971983.206,,,17.0,2.691,0.387,,,
1288971983.274,0.142,0.0,,,,,,
1288971983.2749999,,,,,,1.6809151,3.3739285,2.94639633
1288971981.952,,,16.0,1.118,0.311,,,
1288971982.569,,,17.0,2.921,0.223,,,
1288971982.993,,,17.0,2.736,0.379,,,
1288971983.206,,,17.0,2.691,0.387,,,
1288971983.42,,,17.0,2.658,0.39,,,
1288971983.514,0.142,0.0,,,,,,
1288971983.5149999,,,,,,1.6432195,3.3815684,2.94139633
1288971983.634,,,17.0,2.638,0.397,,,
1288971983.637,0.142,0.0,,,,,,
1288971983.638,,,,,,1.6259303,3.385399,2.94329633
1288971983.634,,,17.0,2.638,0.397,,,
1288971984.062,,,17.0,2.574,0.404,,,
1288971984.114,0.142,0.0,,,,,,
1288971984.115,,,,,,1.5543226,3.4004468,2.94119633
1288971983.634,,,17.0,2.638,0.397,,,
1288971984.062,,,17.0,2.574,0.404,,,
1288971984.275,,,17.0,2.536,0.41,,,
1288971984.357,0.142,0.0,,,,,,
1288971984.358,,,,,,1.5176996,3.407488,2.94019633
1288971983.634,,,17.0,2.638,0.397,,,
1288971984.062,,,17.0,2.574,0.404,,,
1288971984.275,,,17.0,2.536,0.41,,,
1288971984.917,,,17.0,2.44,0.427,,,
1288971984.957,0.142,0.0,,,,,,
1288971984.958,,,,,,1.4302899,3.4246661,2.93579633
1288971983.634,,,17.0,2.638,0.397,,,
1288971984.062,,,17.0,2.574,0.404,,,
1288971984.275,,,17.0,2.536,0.41,,,
1288971984.917,,,17.0,2.44,0.427,,,
1288971985.13,,,17.0,2.416,0.43,,,
1288971985.195,0.142,0.0,,,,,,
1288971985.1959999,,,,,,1.3946175,3.4317431,2.94189633
1288971983.634,,,17.0,2.638,0.397,,,
1288971984.062,,,17.0,2.574,0.404,,,
1288971984.275,,,17.0,2.536,0.41,,,
1288971984.917,,,17.0,2.44,0.427,,,
1288971985.13,,,17.0,2.416,0.43,,,
1288971988.319,0.165,0.902,,,,,,
1288971988.32,,,,,,0.9307566,3.5260864,2.94049633
1288971988.341,,,17.0,1.92,0.527,,,
1288971988.439,0.165,0.902,,,,,,
1288971988.4399998,,,,,,0.9129023,3.529986,2.96769633
1288971988.341,,,17.0,1.92,0.527,,,
1288971988.964,,,17.0,2.061,0.206,,,
1288971989.045,0.165,0.902,,,,,,
1288971989.046,,,,,,0.83722,3.531148,-2.94258898
1288971988.341,,,17.0,1.92,0.527,,,
1288971988.964,,,17.0,2.061,0.206,,,
1288971989.379,,,17.0,2.047,-0.024,,,
1288971989.405,0.165,0.902,,,,,,
1288971989.406,,,,,,0.7927359,3.5174389,-2.74038898
1288971988.341,,,17.0,1.92,0.527,,,
1288971988.964,,,17.0,2.061,0.206,,,
1288971989.379,,,17.0,2.047,-0.024,,,
1288971989.587,,,17.0,1.992,-0.143,,,
1288971989.645,0.165,0.902,,,,,,
1288971989.646,,,,,,0.7649178,3.5048138,-2.59748898
1288971988.341,,,17.0,1.92,0.527,,,
1288971988.964,,,17.0,2.061,0.206,,,
1288971989.379,,,17.0,2.047,-0.024,,,
1288971989.587,,,17.0,1.992,-0.143,,,
1288971989.797,,,17.0,1.916,-0.266,,,
1288971989.882,0.165,0.902,,,,,,
1288971989.883,,,,,,0.7353384,3.4881388,-2.46488898
1288971988.341,,,17.0,1.92,0.527,,,
1288971988.964,,,17.0,2.061,0.206,,,
1288971989.379,,,17.0,2.047,-0.024,,,
1288971989.587,,,17.0,1.992,-0.143,,,
1288971989.797,,,17.0,1.916,-0.266,,,
1288971990.005,0.142,0.0,,,,,,
1288971990.006,,,,,,0.7211629,3.4756505,-2.38778898
1288971988.341,,,17.0,1.92,0.527,,,
1288971988.964,,,17.0,2.061,0.206,,,
1288971989.379,,,17.0,2.047,-0.024,,,
1288971989.587,,,17.0,1.992,-0.143,,,
1288971989.797,,,17.0,1.916,-0.266,,,
1288971990.439,,,15.0,3.665,0.299,,,
1288971990.485,0.142,0.0,,,,,,
1288971990.4859998,,,,,,0.6767217,3.4172726,-2.40488898
1288971988.341,,,17.0,1.92,0.527,,,
1288971988.964,,,17.0,2.061,0.206,,,
1288971989.379,,,17.0,2.047,-0.024,,,
1288971989.587,,,17.0,1.992,-0.143,,,
1288971989.797,,,17.0,1.916,-0.266,,,
1288971990.439,,,15.0,3.665,0.299,,,
1288971990.657,,,10.0,5.521,0.518,,,
1288971990.657,,,15.0,3.622,0.301,,,
1288971990.725,0.142,0.0,,,,,,
1288971990.7259998,,,,,,0.6499265,3.3936654,-2.39368898
1288971988.341,,,17.0,1.92,0.527,,,
1288971988.964,,,17.0,2.061,0.206,,,
1288971989.379,,,17.0,2.047,-0.024,,,
1288971989.587,,,17.0,1.992,-0.143,,,
1288971989.797,,,17.0,1.916,-0.266,,,
1288971990.439,,,15.0,3.665,0.299,,,
1288971990.657,,,10.0,5.521,0.518,,,
1288971990.657,,,15.0,3.622,0.301,,,
1288971990.877,,,15.0,3.618,0.304,,,
1288971990.965,0.142,0.0,,,,,,
1288971990.9659998,,,,,,0.6238929,3.3666899,-2.39608898
1288971988.341,,,17.0,1.92,0.527,,,
1288971988.964,,,17.0,2.061,0.206,,,
1288971989.379,,,17.0,2.047,-0.024,,,
1288971989.587,,,17.0,1.992,-0.143,,,
1288971989.797,,,17.0,1.916,-0.266,,,
1288971990.439,,,15.0,3.665,0.299,,,
1288971990.657,,,10.0,5.521,0.518,,,
1288971990.657,,,15.0,3.622,0.301,,,
1288971990.877,,,15.0,3.618,0.304,,,
1288971991.095,,,15.0,3.529,0.306,,,
1288971991.203,0.142,0.0,,,,,,
1288971991.204,,,,,,0.5995848,3.342991,-2.39688898
1288971991.312,,,10.0,5.414,0.529,,,
1288971991.312,,,15.0,3.491,0.314,,,
1288971991.323,0.142,0.0,,,,,,
1288971991.324,,,,,,0.584486,3.3290947,-2.38968898
1288971991.312,,,10.0,5.414,0.529,,,
1288971991.312,,,15.0,3.491,0.314,,,
1288971991.53,,,15.0,3.492,0.316,,,
1288971991.565,0.142,0.0,,,,,,
1288971991.566,,,,,,0.5579107,3.3035212,-2.38648898
1288971991.312,,,10.0,5.414,0.529,,,
1288971991.312,,,15.0,3.491,0.314,,,
1288971991.53,,,15.0,3.492,0.316,,,
1288971991.747,,,15.0,3.457,0.317,,,
1288971991.803,0.142,0.0,,,,,,
1288971991.804,,,,,,0.5361227,3.2761334,-2.42538898
1288971991.312,,,10.0,5.414,0.529,,,
1288971991.312,,,15.0,3.491,0.314,,,
1288971991.53,,,15.0,3.492,0.316,,,
1288971991.747,,,15.0,3.457,0.317,,,
1288971991.964,,,17.0,1.485,-0.51,,,
1288971992.048,0.142,0.0,,,,,,
1288971992.049,,,,,,0.5081399,3.2509552,-2.40868898
1288971991.312,,,10.0,5.414,0.529,,,
1288971991.312,,,15.0,3.491,0.314,,,
1288971991.53,,,15.0,3.492,0.316,,,
1288971991.747,,,15.0,3.457,0.317,,,
1288971991.964,,,17.0,1.485,-0.51,,,
1288971992.397,,,10.0,5.214,0.539,,,
1288971992.397,,,15.0,3.357,0.326,,,
1288971992.409,0.142,0.0,,,,,,
1288971992.4099998,,,,,,0.4697202,3.2111949,-2.41638898
1288971991.312,,,10.0,5.414,0.529,,,
1288971991.312,,,15.0,3.491,0.314,,,
1288971991.53,,,15.0,3.492,0.316,,,
1288971991.747,,,15.0,3.457,0.317,,,
1288971991.964,,,17.0,1.485,-0.51,,,
1288971992.397,,,10.0,5.214,0.539,,,
1288971992.397,,,15.0,3.357,0.326,,,
1288971992.615,,,15.0,3.293,0.33,,,
1288971992.649,0.142,0.0,,,,,,
1288971992.6499999,,,,,,0.4425731,3.1874945,-2.39728898
1288971991.312,,,10.0,5.414,0.529,,,
1288971991.312,,,15.0,3.491,0.314,,,
1288971991.53,,,15.0,3.492,0.316,,,
1288971991.747,,,15.0,3.457,0.317,,,
1288971991.964,,,17.0,1.485,-0.51,,,
1288971992.397,,,10.0,5.214,0.539,,,
1288971992.397,,,15.0,3.357,0.326,,,
1288971992.615,,,15.0,3.293,0.33,,,
1288971992.833,,,15.0,3.287,0.34,,,
1288971992.889,0.142,0.0,,,,,,
1288971992.8899999,,,,,,0.413316,3.1624587,-2.37268898
1288971991.312,,,10.0,5.414,0.529,,,
1288971991.312,,,15.0,3.491,0.314,,,
1288971991.53,,,15.0,3.492,0.316,,,
1288971991.747,,,15.0,3.457,0.317,,,
1288971991.964,,,17.0,1.485,-0.51,,,
1288971992.397,,,10.0,5.214,0.539,,,
1288971992.397,,,15.0,3.357,0.326,,,
1288971992.615,,,15.0,3.293,0.33,,,
1288971992.833,,,15.0,3.287,0.34,,,
1288971993.265,,,15.0,3.181,0.343,,,
1288971993.365,0.142,0.0,,,,,,
1288971993.366,,,,,,0.3609722,3.1122345,-2.37478898
1288971993.483,,,15.0,3.173,0.351,,,
1288971993.487,0.142,0.0,,,,,,
1288971993.488,,,,,,0.3489813,3.1001325,-2.37508898
1288971993.483,,,15.0,3.173,0.351,,,
1288971993.699,,,15.0,3.143,0.352,,,
1288971993.727,0.142,0.0,,,,,,
1288971993.728,,,,,,0.3229627,3.0753151,-2.37268898
1288971993.483,,,15.0,3.173,0.351,,,
1288971993.699,,,15.0,3.143,0.352,,,
1288971993.919,,,15.0,3.109,0.359,,,
1288971993.969,0.142,0.0,,,,,,
1288971993.97,,,,,,0.2972473,3.0494455,-2.37508898
1288971993.483,,,15.0,3.173,0.351,,,
1288971993.699,,,15.0,3.143,0.352,,,
1288971993.919,,,15.0,3.109,0.359,,,
1288971994.137,,,15.0,3.076,0.361,,,
1288971994.209,0.142,0.0,,,,,,
1288971994.21,,,,,,0.272019,3.0244499,-2.36878898
1288971993.483,,,15.0,3.173,0.351,,,
1288971993.699,,,15.0,3.143,0.352,,,
1288971993.919,,,15.0,3.109,0.359,,,
1288971994.137,,,15.0,3.076,0.361,,,
1288971994.354,,,15.0,3.044,0.364,,,
1288971994.447,0.142,0.0,,,,,,
1288971994.448,,,,,,0.2454389,2.9992923,-2.36638898
1288971993.483,,,15.0,3.173,0.351,,,
1288971993.699,,,15.0,3.143,0.352,,,
1288971993.919,,,15.0,3.109,0.359,,,
1288971994.137,,,15.0,3.076,0.361,,,
1288971994.354,,,15.0,3.044,0.364,,,
1288971994.792,,,15.0,2.96,0.373,,,
1288971994.807,0.142,0.0,,,,,,
1288971994.8079998,,,,,,0.2077095,2.9613615,-2.37358898
1288971993.483,,,15.0,3.173,0.351,,,
1288971993.699,,,15.0,3.143,0.352,,,
1288971993.919,,,15.0,3.109,0.359,,,
1288971994.137,,,15.0,3.076,0.361,,,
1288971994.354,,,15.0,3.044,0.364,,,
1288971994.792,,,15.0,2.96,0.373,,,
1288971995.01,,,15.0,2.928,0.375,,,
1288971995.047,0.142,0.0,,,,,,
1288971995.0479999,,,,,,0.1814809,2.936285,-2.36688898
1288971993.483,,,15.0,3.173,0.351,,,
1288971993.699,,,15.0,3.143,0.352,,,
1288971993.919,,,15.0,3.109,0.359,,,
1288971994.137,,,15.0,3.076,0.361,,,
1288971994.354,,,15.0,3.044,0.364,,,
1288971994.792,,,15.0,2.96,0.373,,,
1288971995.01,,,15.0,2.928,0.375,,,
1288971995.227,,,15.0,2.897,0.379,,,
1288971995.291,0.142,0.0,,,,,,
1288971995.2919998,,,,,,0.1562107,2.9109537,-2.37338898
1288971993.483,,,15.0,3.173,0.351,,,
1288971993.699,,,15.0,3.143,0.352,,,
